order_id,order_type,pick_up_zone,drop_off_zone,order_received_timestamp,order_status,cancellation_type,initial_eta,upfront_eta,acceptance_time,delay_dispatch_time,captain_assignment_time,wait_time_at_merchant,food_preparation_time,time_to_customer,wait_time_in_journey,wait_time_at_customer,captain_engagement_time,delivery_time,cancellation_time,pickup_longitude,pickup_latitude,distance_travelled_km,captain_id,booking_id,route_id,day,is_pooled
e93b5f2d72dee20d55bd886fdeeead6fbfbe05e246116026b1895bed1b38911a,food,Amman - Amman - Abdoun,Amman - Amman - Al Tabasheer,2024-01-31 10:22:33.000,delivered,,35,41,4.47,0.02,0.73,8.03,13.07,13.53,7,5.3,31.15,36.42,,35.884,31.95,5.049452304840088,e6577af2955931170d825e287023f0afeeb7302dde7de32dadeb708b4913ce01,084de2f74e01c0945315d3b9b06639b17963c0bb185bbd36e4007d3001dfabc7,c9076b25696f5e0983135b58f9f66d9d67cefc7553c9bdd6d4228f067b915cf9,2024-01-31,False
0bdb1dfd4c44263128c48089e61008303d181b01c0648b3fab9fc9d4e9b066a2,food,Amman - Amman - Khalda,Amman - Amman - 7th Circle ,2024-01-31 21:24:44.000,delivered,,30,32,0.4,0.02,2.9,2.22,12.97,11.32,4,2.65,24.02,27.38,,35.842,31.997,7.157524108886719,22cb17aaeebb29b93d7cf0422420a585390048b521d032bb13b808ea49a74936,fa9f14f99ac43c00ec43c0fab1c90fb938a016f64135568bb98d7a34f4abeadc,08b0f33e2fa567c987205ab049f75f55d9a0757cc49f52e39d1ddcc605a39a34,2024-01-31,False
08f85083143679dc971e41fec121568c2d3af7105eaff6c6846736a510bd2c44,food,Amman - Amman - Dahiat Al Rasheed,Amman - Amman - Dahiat Al Rasheed,2024-01-31 21:18:10.000,delivered,,36,33,0.15,0.02,8.5,5.45,18.37,27.68,9,0.22,37.75,46.52,,35.885,31.997,16.382020950317383,ba1fde670d9e36e5c22ea9c37375d917cffbda4fea631a30b8a5662e67dc7f45,b0bc92358303803f48fd5c2a27fcc26347e2248c2c09d4171853cabb89bf2aa4,24334fdd540fa63f90be6f617d393da82cadd0fe2b4595462b5580c1a8d9af8c,2024-01-31,False
d074784b2f2e1fd66911d792d7b448994487e164cca6ecc7abf293996d942226,food,Amman - Amman - Dahiat Al Amir Rasheed,Amman - Amman - Um Uthaina,2024-01-31 09:09:50.000,delivered,,28,27,0.22,0.02,0.22,0.3,4.47,18.92,9,0.07,23.22,23.73,,35.855,31.968,3.2149829864501958,f30780a3e37e86b25112d798e0e614b9825754e535f87d68cd2b2c6bbc63d3f4,3dca24a32db34c83eff85bc5f6e5146af7417c3f6dc0a51142d0340cc0187a50,dc4138fed1eb3be02181dc7737499bfe8742afb1987333fefc573a6c3a86e40d,2024-01-31,False
ea3260132b72f83c722f5cd04342734284a5ab8682247bc5b3dcd6e16433beb0,food,Amman - Amman - Um Sumaq,Amman - Amman - Tlaa Ali,2024-01-31 17:44:46.000,delivered,,39,42,2.13,0.02,0.17,14.22,17.87,14.22,3,0.03,31.93,34.3,,35.839,31.976,7.019643783569336,e94348cee6b3969d4767f9e4a3fb817e817e16d3b8efb32d81cb59f882f342eb,42bdf5127d99a5f4e28940a92597c8e71b174abfb06920531dd4df67283bc1f4,032aed1f8795e3517c59f71a8ed3ed6718e45bfad8c50de6066320d15254d6a8,2024-01-31,False
bd19082390a3dfa67d821fd70815e2bf0fefb05eb8e73f5e0fd3410aa7b8f85e,food,Amman - Amman - Jabel Amman,Amman - Amman - Jabel Amman,2024-01-31 18:10:31.000,delivered,,32,31,0.27,0.02,5.32,4.95,14.65,5.05,4,0.65,15.02,20.63,,35.928,31.949,0.6138641834259033,60e6df6a7c5cb85736f93d18cc94407f0cc29573b8cdbc45d8780d880dd18b68,88bcd96a999f4be4488eb6afde9f1fb560dff71a9660056fd1846d58ed85b668,f5be6cc85ba42f6303957da83e5206992777351bda5da6dd490fe8b8067dd4ef,2024-01-31,False
d7e6a95faa2b50e6c6cfc47374a182fe59d1c88781edf0069aa28b84e969f396,food,Amman - City mall,Amman - Amman - Um Sumaq,2024-01-31 17:51:23.000,delivered,,39,37,0.02,0.02,5.97,16.3,30.37,11.48,6,3.65,39.52,45.6,,35.837,31.98,3.7391629219055176,41dc32011a76bf0caf61630681d14feb0e170ddc72ac12f93cb219bab6f3ebc6,dcf4e89d6adf8edea2de7810bc82edeed35a0e47c3b6bef958b4e4d224bbc67d,6830c04b56c6c07f9c38f6810f24570a9b8f0b6422a79b23937c3516b3426a40,2024-01-31,False
d7eb3ab87b700a849a840d2c99222e4e4b8f0805692ea7979843bb431b038052,food,Amman - mecca mall,Amman - Amman - Al Rabieh,2024-01-31 19:17:31.000,delivered,,42,40,0.1,0.02,5.63,12.72,24.87,12.95,6,3.35,35.52,41.35,,35.842,31.978,4.311935424804688,6e63ba7e7803847dcd0dfc9ac0d80a6114a2d32326acc19950ff8f3ae48747ae,076848144cf713d996fdbbd622fa24c005702a1e5f2ee07f7f22c5837e869d80,b5bd4586e51e784d4e41a67280d5e7338f4a9fd4deb251d97022aa77931baae5,2024-01-31,False
5b443f3d6317901f6ea11e3233a2a45de7aed576088192ad03f2701235c61529,food,Amman - Amman - Dahiat Al Amir Rasheed,Amman - Amman - Gardenz,2024-01-31 12:52:51.000,delivered,,42,48,0.27,0.02,0.52,12.85,14.83,29.52,13,0.77,44.58,45.38,,35.854,31.974,6.466692924499512,8b1c61b7f4743226a6ef3699b2a2b8e1da9d163b3b8643f974ad2dab9fd66863,b24e58d449bd42ad93a92b974da0bc02c1e42b69c8792944cf23aeed21a0c7c9,a0694098f7cf2e92c96169c795880b090510d0c67d6a5cffd9070130c0ec2656,2024-01-31,False
469526e96c0862918dae99243139f8ccc810976135ee2884a7911f8b1e0dd310,food,Amman - Amman - Dahiat Al Amir Rasheed,Amman - KHBP,2024-01-31 08:17:53.000,delivered,,37,30,0.23,0.02,0.65,21.73,22.5,11.13,5,2.78,35.75,36.7,,35.851,31.975,3.868086099624634,1119d11ad86ec02b48f7951d42562c67a8612879bf01672374a050594d3cdb15,55368e3459233f9b5bf4c38a920a666e25cf65723bb4e9ac6405e3d4c267bf95,b1d1d4385716275adb325c70afee639a3ebfb2b584a00931416cf9e429c2f97b,2024-01-31,False
c0e7a481ee06d8b4ec8526f9984d54edff0972875e469a751a7eddb64d370cb4,food,Amman - Amman - Jubaiha,Amman - Amman - Al Tabasheer,2024-01-31 07:08:12.000,delivered,,43,40,0.28,0.02,0.38,12.75,25.73,19.77,6,1.4,46.5,47.22,,35.866,32.021,7.6443681716918945,45ad64333d0baedcf911ffb14763b041784ad0a1792d152cd74d34032d02b053,a19a7cbff5909d149089b11c4146a98038d34b7adf1dcbd19a353a380afba138,93a3d050dae80341945ed9036ebac7f4d9b558e4064656925aa651ef3d108f6f,2024-01-31,False
cfb964ae621177887197bdc8f0da841f1c5baec14ef7b1fc6689a88ea6f071ef,food,Amman - Amman - Abdoun,Amman - Amman - Dahiat Al Amir Rasheed,2024-01-31 13:25:01.000,delivered,,47,42,0.2,0.02,1.18,3.33,9.55,16.3,6,2.08,26.73,28.22,,35.89,31.942,6.31189489364624,fc688f0f0265fac52f14453bb64d14641ce11ff3e6dbfb55101d711e68a49c2f,7a8478a27d47823e14c5bc7a4bd2a991b518d87c76ddf4479902145f9fb571cb,e417dbbcd28ecd5432c4b63ad884192918ce7293f4af308de3c34f573addf4f8,2024-01-31,False
686804fc1825d80573b1318ebb42919d2a08eb04e3e78a2080f0c4acb254f762,food,Amman - Sweifieh Village KML,Amman - Amman - Al Rabieh,2024-01-31 19:26:12.000,delivered,,39,38,0.33,0.0,6.08,2.83,14.05,15.23,9,2.95,26.15,32.65,,35.865,31.948,7.066489219665527,79be3348026dc817ba323b960da22a7a7e72b818d3a02eb1c4d82813aecd4319,3fbd291f43f125c10689ae8a23c52550775eb280e342060b8cb282543be856ca,175cadb0c1903c6cf70fd09d4925b5788920566114bd66aeab57afedac4d3be9,2024-01-31,False
