order_id,order_type,pick_up_zone,drop_off_zone,order_received_timestamp,order_status,cancellation_type,initial_eta,upfront_eta,acceptance_time,delay_dispatch_time,captain_assignment_time,wait_time_at_merchant,food_preparation_time,time_to_customer,wait_time_in_journey,wait_time_at_customer,captain_engagement_time,delivery_time,cancellation_time,pickup_longitude,pickup_latitude,distance_travelled_km,captain_id,booking_id,route_id,day,is_pooled
0a72412824d18eb8a20e231f0b791d7c63c2e062391edaba87fd212f17a648ad,food,Amman - Amman - Sport City,Amman - Amman - Shmisani ,2024-01-31 21:21:29.000,delivered,,25,20,0.0,0.02,5.25,2.7,9.97,6.48,4,1.48,12.67,18.0,,35.909,31.989,2.471550226211548,3155839fde6f0b9a484d0f0b9e7cb385116c0b31144e0ea0e8792ed6d6e91310,0e5eb47079fe47115566d26ec91e6b2cb214e9fa6924bd58481f075bde5a3a91,0a327e0a7066ce12a4929a9507c296d101f9bb84beb895514d232470c876ffc5,2024-01-31,False
c331182554a0a16ecae25e35100c7869b11ed7e826850ededf7b852720f80f2b,food,Amman - Amman - Um Sumaq,Amman - Amman - Khalda,2024-01-31 19:35:46.000,delivered,,39,35,0.28,0.0,11.02,0.43,23.63,10.52,3,1.5,24.63,36.02,,35.862,31.976,5.467850208282471,5b0011088989795f92a0e00394fb746f9a2f134d7e66b1341beef681984ef921,17743f114ed8253e4c00668bd831cd9af0b4f4bc9c4af6a1be93d7a3f2434556,7924c8423ff6e87f86ca68db10bea0e503ca81cc86b9b04eb6a5bf09e5e81b85,2024-01-31,False
8f654f6e78e5ce67816dcf1748fb7716f02f76a25dcc1ad109d6dd5ddcc1615c,food,Amman - Amman - Marj Hamam,Amman - Amman - Um Qaseer,2024-01-31 12:50:35.000,delivered,,59,48,0.15,0.03,10.23,21.85,36.02,20.98,9,8.97,55.7,66.18,,35.86,31.892,11.595651626586914,d771e3f1604787c41188f959f99f1d8c15f1de6b71958f268d52c63716446666,109be2cd82135cb8cf0ab8eaea9d69abf0dfd3c99f7182134734ce1b64758f99,9829afe82c8efe2d673b961bcc95997f53f7fbd2b51bbbc541ecdbdef7bb7bf3,2024-01-31,False
6832a478a7c045559dc2f50d0976cf11c5a4babc36758e6a4f4ca45ef100749a,food,Amman - Amman - Swifieh,Amman - Jordan Hospital,2024-01-31 16:01:25.000,delivered,,40,41,0.3,0.02,10.27,7.83,18.37,20.23,8,2.02,30.33,40.98,,35.868,31.958,6.297427177429199,8251b3c09c66365055e239ad41163395db7b0e6b42a4f002fe198236f263d401,55b73bbdb814d17f00308300866bc2cb35327f8c7c1478cf1321fb1eb6199dc1,8e303060e6decc189c9315cc007007e8a05df1300b8a913d74ff16c02d5fc800,2024-01-31,False
bf3b92d17f75c4d18dd09e8fd40e1933964a222db56e173a320aac4a1e7c6c2c,food,Amman - Amman - Gardenz,Amman - Amman - Qutnah,2024-01-31 15:06:33.000,delivered,,37,33,0.47,0.02,3.75,5.4,13.07,16.9,14,6.17,32.37,36.6,,35.869,31.992,5.6780219078063965,25dbf37d75d93b16c340f2774e00735cea31fbac4d3927086b1f28825fc64a60,363cfdda57aa584715771d97f1d502bb16d25aec6a65d4a2374f230d66f5ae95,947e8d812a80f65a66620c333f905bd596896f374efe406cc1e68a72147c234d,2024-01-31,False
0a147d67c5c74382fb03b2f7dcc3cda0444db1d38f0b31badff088a4291d77a9,food,Amman - Amman - Abdoun,Amman - Amman - Abdoun,2024-01-31 12:22:08.000,delivered,,30,27,0.32,0.02,10.28,18.02,29.1,2.5,1,0.03,21.33,31.95,,35.883,31.941,0.429769366979599,001fa75d9e4d0a789805f956d909daf705263be7ecbc663492d0c99993974315,b3ae5ef18cb6b79d2ab50b204fce39737e1bd1baad9d9948ab29ac17983bc434,c30ed7f0b34f1df5ce7767519d3b111e35d9a33f7955ade7a8234a423e1ab034,2024-01-31,False
79d6ef8be1c75b3b562dda092793347a4ea271789e82834138202f00ff4f14ca,food,Amman - Amman - Abdoun,Amman - Amman - Marj Hamam,2024-01-31 18:28:55.000,delivered,,41,39,0.22,0.02,10.35,7.32,17.78,16.83,3,1.58,25.83,36.47,,35.883,31.941,8.626039505004883,47fa6c058082c4d92e74488e0144bf6b6fe5735cf245410824729e7b37600324,40bc263d508c8b028ee448867a8ef701ae0a40d7fd626fffe8c79241eac41403,9c8798be004f6e9e31c4216def50be7ea30dc5af7465d34ebbda1aea492672c3,2024-01-31,False
027015b5e769f9e34c18d2de51a14d0a84ed536b603b434e0d8043059672fe7b,food,Amman - Amman - Shmisani ,Amman - Amman - Jabel Amman,2024-01-31 09:53:59.000,delivered,,38,37,0.15,0.02,1.1,16.72,20.78,11.28,4,1.42,32.37,34.12,,35.898,31.971,4.042306900024414,7afcdec5382cf5b1619e515444b0ae4b85f655d4a4bbb122a22716740d4741c3,8b467214aba576ffc68a5729b11be16aaf404c7e8cd207fed10db86f159f28ea,6f564db834910459bacd1d7c99bbbc18d0461b6c8d132bf6da08bae647130250,2024-01-31,False
1ea00394cde962dde3b7ba5341ea348b1937a1a3f55ebd97455d28b4aaacd884,food,Amman - Amman - Tlaa Ali,Amman - Amman - Sport City,2024-01-31 13:35:47.000,delivered,,57,56,0.03,0.02,5.28,23.02,30.82,16.77,2,0.02,42.3,47.72,,35.866,31.993,7.205384254455566,1d186eb5f1bd35c341879333e7a24bd9ae11860bb2b8553a017bb3c5de87e066,ba1d473f9eb97ba6003346601d618f8a719f5eb7401a1b197ed94fe42fe60d2b,941dcbe0f146f2688df94026f8cb4513c111e934aa01ef4cbee76a834d3cf85d,2024-01-31,False
871f6c59e0377d93f8d98f093fa88edbcc80161e2a6f14e05d846cba262ac795,food,Amman - Amman - Al Rabieh,Amman - Amman - Jubaiha,2024-01-31 18:32:13.000,delivered,,47,50,0.37,0.0,9.85,1.45,15.97,23.32,7,2.53,31.97,42.23,,35.883,31.974,12.574017524719238,8aeaa27b4831bf78d4f6db75eafcf0ab2f694b703894b9f0cb528422023a4598,4c7f2c9df86e0270eaffa2b3332ea997ff69896012171063493d47e1643172d1,39884139b533796b9793309216de9ce0f4cf5c3a37bd9cbf33b9b9f6fe568381,2024-01-31,False
