trip_id,time
a35275ed5484ce6ab421e800666c999b9c976ef0bbf44b903b2168cd9ae18051,3907.997999
5852265e463ca1e4090c42b1f0a96a1aef83a44f45fb2c87d487accf83971b30,3910.959
b60228e2b5f1ab3aec98564a78d9aade81ebbffa6adb75d18d907240896d7f30,3919.006999
6f5ace9a79e16e1f4901dd7e8fe6590251a3fe86515e292ae874aec626196d87,3923.498
ff4b30bac2210c72564e42a0eca4f5a6112024744b65c918dfcfb579b4037951,3927.008999
b9816e63e4124f86c8ca93aeb4a7585c558e74e9eaf43b712508de52389a3197,3940.190999
4c76c6cec6f5a8a6bd836ca69c7ea597cdf8ac373d77f16c4794a932353eb452,3940.912999
daf7d4a311bc1ffb2345953479b03b1a1f0a82bc9cf0607f05f3d5ed06c57d8d,3940.970999
1095c4e1c6387afaf2d3b2b15ae96807ec20dc650d8774d270f8913a92814ab3,3951.004999
22ad5aa31607540b6af545c3e130b0b80c586991287a6dec22cd2d63b2288775,3967.048
8a20d468c5cc4b1dc3a111a811e6e7f95170b3eac6111b9bd557070c5b060e52,3968.000999
3086e435a62311bc00a88415c77fbf426c12ca8b730fc66e677b14546b134a88,3968.118
ce7429b552703e36402a25d22b564e786007b2aeebfe6c86caecd82e173940c6,3974.058999
6808124c14352bb5b741baf720e42329a1a43bda5fee07578ed66fe6782af7af,3979.651999
f1cb64f3a41b5de4c98572b59719f8ada6fd77872817b9ed2f10f8ca5848c088,3980.024999
0298717c14dd4a4d42bdd9ce21e0a7063b7c3c50c84ab9f9027c84564c333af4,3994.056999
106bfd900c38b76d97f63498f72806eecf2a9b5bda5ef76f30b67c485489ddc2,4016.359999
bb609c0bee73b751a133c1190597c24f9245b116dad421ed8892abeb2b96dd6e,4019.802
f9f88b2df9df492c7db73b5a08a47a434afb0e98acc8b10e432253e934ec15cf,4038.0
e4d1675f9006e1e592ad385878615bbc057d3810e5a9891a51488f2ebbcc05fb,4048.898
6a16e535b0e9f4573fba0243848635db8853ce51210e8a8b2f0b6527dda63432,4056.035999
a9f7d6840424a39ef5653f4f6de0ff2b7dcc521c93ecf26a009f4d881871e46c,4057.965999
852eabb42b509c7aa039cd66eb7ab47e79d8bbced8bdc50e781de8fcc5168303,4058.921
933f360faf1df53ddc144a73b3261b6665126528493eaece00700431c0c8d553,4058.99
566ca31ea61c60e45323d364450a46349441737b4e43c7f34a4bdf9dfa022b30,4070.657
34ae0b6d1da9ec602dc8f9dc18fa6e62f08a7f440134f7f36980e2313884c8ee,4072.240999
7a95c141feb961afeaed18b116864257e46c5ab232cdd8c283e81e129f8d0e1d,4090.973999
935863741a9d54e0f04c01f38420e6c9e53d0d165127ec37a389cc0cf9f71f61,4102.519999
c08a600c302a7f48ac7b5dcda8843d74f86b699d1a1d1ad4d6619b6c10c66636,4104.065
d0204830ff8b7b7c0b4802f83bb719f625dc56c88e12783330c281cc7e8581d5,4116.65
2b9bc67c1ffd2ebb2723e2afe1a542c7607ee885f283ecd920197598c84d3d2c,4118.019
d04d611bfc26fd5940001dd2db66690f80931c36c0c8631a0de1a84c44ba9885,4122.975
9290f1e7a141daa4a518f9837f2ab87afa43c4f5b69d98c51399a209ea50a6ff,4123.395999
6c93890650f3f42e8a6a0a86c936923f340cdea1362b3a99a9cf7628c212f3b7,4123.560999
5c328df6ef4bc4dfabbad9294f08d6ffd996e05175a88e76ffb9354b3ca37875,4128.003999
452775c03484af6773c1ffbaa19b97311c94a3c76ab21882e8306d1ad6a101da,4129.950999
a7506a5eb7f5543a8d5734d5333fba17a35fd6e1544b9ac3a3f4c0c0a30fa7a1,4137.407
b2c885b7320d707e30c17833504ea990126633b8cad36b75be254a65b9199e9f,4149.058
89cc6b313ec0383e29a33b91497a08e9daaef0bdf17ffb92938a4f7d9736913b,4171.387
6df9445d0df5d29652e15627a366e4e44e451772762aba3daec57b5bbdd7094d,4176.598999
dac98077507d1e8bcecdf71ba5a245d1d09809019edbce7e4aebddad70da30ec,4177.048
d92c4a6f9e743b803bbdc35b43c126337a2945e68da4d2c5bda251572dd2f10a,4187.016
ea93865e8529e079f96725dafe5ce1d00fd88cfac71b94d5d4fd696a3725e52d,4187.111
daed4860bd1888a35d923271872eb1a2a07d220d2ec0b65159fe53d74d76c7e7,4205.167999
283b258457b3ca7a41ed9ef45a96044456af5c473520f12c9e7a9460839c8ab1,4226.088
27fd1d21941b8f4753400dc40ce8e26725065155bdff74250314b36558ec51b7,4239.614
d42946a9e910949e6a788377a2f01e3edbb81f09d21a8f01a2df6b847aac040b,4239.999
933170adff4b05e990826a17b539eb6c34d836edb508bb9e5c0ce533604df2fd,4242.360999
fb6d09e7af4d1298463ff68edcbdd8ddb057f271387c331c6f4420a3cf36e754,4243.975
117f5da4ff3f115e6c92bad7e3f7c2005deddd491caea6762284a0e50ae9fb16,4248.053999
9d4e1d4f6e7677bcfb3786bde8b3982284aed2a4dbd37100e45a21999f8d9618,4254.351
74c847de6058458be887605a12a61bf10d22196cb1ad8b6e60fceb03bb1791f3,4256.236999
6cffc8f6db467357e04fb16daa9faced25b0c48e63d6c0a7cf859642bfe59c4d,4258.008999
fd6da0eb4bf215eb63486339b1c34b90520ad59a2fe2988fa13e93b6817a029d,4259.895999
47de381fed381bb797c7c2dadc01ae3bcb1deade49150eab6d48f52161779199,4268.987999
ea8af664ef12c00a56ec83f17c0ba92202fd571b478f558d7e6cac8eeebfe57d,4276.981999
ffee5322cae95d1952c8c2dc81a63a9e77572b4d1b3ffae2774f17bb3c3f36be,4288.994999
77e36dbbe2a1bade56bc8de05366c63629ac7e31029f6894f54d7245b6a4c366,4301.715
f16c96ce74f066ee2bdebb978d40c289e5dc527f337aae991e314503c26cbacd,4303.198999
98a1f192af7d0848cb37c3c7eb067f303bfc95ccb497d41a76ce462b50b6bb95,4323.627
f9f4fc77b0b72af7b9773bc02433ed9b8155c99cf3491aec8f4251e2440b44ab,4331.578
02ef469f867a0fe503b8da4c465474a7e27fa3781a26c5d4be19f8f924e2dff1,4344.997999
48aa2470ff047113eac114e8d8eeed1c1018cbca07cdfe9aea4be5373f30442c,4353.78
bc15253d32310bface5fb35f031ca6d96d57545a55aa90c1004009fb7a0e27c0,4356.172
6a60a061c878fc38dd01d75a1eac9ac4df159363b057420f15da354347f14d45,4361.006999
96c219c84fbc91a7d1eccbc085fe4b5101c5cf520da769c3075b3bb3ef05364b,4362.080999
eec91d279f482aa8d6f05d17b39ce7bc83e3a5d604a93693d93e784885998b8e,4364.990999
bbd59d54fb27b5497ccb37f27df31be3afdfcff9f9048afb588a0c40b950b166,4374.303999
0df2a252394c27fa662741ca4f38bc7f574efe4afb386dfd0af11d86ecb29de9,4377.081
552ba7b05bdaecf6508f85832b9f8f7e498abecb5561cbecf5af784dd478d2a3,4383.902999
98f18a9233027ef9e6fe48f3253f04a28f1c43b43bbb69baa240dbd5c88cf537,4389.041999
eef0f5430595aa03aa028f4e6269ee227050fe1fc735fc1a6483fa928d1189e4,4404.163999
19f93a7d39e907553fcb64b443f4389283b87648cbb99aa7a70fec9ccdd380b2,4411.411
aa3dd02e9a8e71b514124fc31bf80c9744283ac0fc1c2e735f55ff7e73111369,4443.998
bc0b8f58d421856b6d0d68029722c89976f57745ac23e4749b3fe22dfd4e9ad8,4454.032999
a8799b2b5c493a75af9986ee55041463a3104442a371102e475ac2aab14b4c6c,4456.042
9fad6a82ac4d31cba0282eeadca84611ed3105299faf87bf18d6a78940d4c2ef,4477.987999
b4798103197bbabd23986ed94965c81f39d3dfb9dd65e1032b7b3bb1956f1584,4498.423
c12be62b505117c0e806a29000fab268f106658448d5d4c6f17d3027940b6bfc,4498.97
25c3fe3045fe99a12f29502fb56ca6b995c55b653e91401e33ec7fb05c4d4c61,4505.487999
f76c1b05581043c200acf65e325a0ab79571347c96381462844a44bd75323b18,4511.919
399ca2adfa2490ba2fc719b43c3f710e94b3124c37c08f2b4fa84160788ff477,4529.987999
142d27864c890df559c818ecacbf71068ba95407317177c08ba0185f14ddb4f5,4541.403
4556df3d4db192866e602706b0bfd62f04165fc250eedf10320f4e3db356e9fa,4596.129999
c0fb0e48394ddfd512c01ea2c8df34c278b96064cc012925e9ba360161bd8410,4607.069
20a3500d29d1f8b83f2d6eda36a3ba787ce0fabaf81f087fee805c7c46655bc0,4608.006999
87babf34c55681bd504059ffc6a30ccd45e02925e8a8802b021596ee23eca037,4618.958
28ec4d3f674106997486de59e889c540b7cc5f576f33fe64b405d6af221d6d54,4622.351999
43e42f0dd3ae8ef417f729086d184d4a3dd6bd3a79eaaecc48ed93c3d9c34458,4645.295
8aab3796de3f8ac8fe03d32e4e7559b6773c843ede62546a2c1da94a830e176e,4652.713
1c9d249f7ec9bf77485c251d35d9dee3639cc096127b1b619981722e5c6c4400,4672.330999
446be20029487321b0752491948255ca1bdf2c02fd1cce7b2b80d3d750e54d5b,4690.037999
aa78b70784b61d55c5068da403748f4e488fa4bfdbe57c23d462775380384ff4,4691.993
b7e924139a22b3f0d0dfa6a6f2449608ecd71bbe46e698713523903d18ec01ac,4698.632999
ab447b679567655e13161e0b204ae7c8b5749934eec2e2495d0e0e8e88c49459,4709.956
cf90f2ccf47573981c202229e402491f7648df909c45d12b9902fb77db70da0e,4712.897
61ef8512c1c4ac92aa76ac1ac21e150bcf29c6182dd89f386ea174c7acf0f3af,4713.002
4d23549cecc8224a53c5632dd0e3fdce313729c134c8e0fb4dd8dcd564a218f1,4717.98
b824e36062a06201b28d82225d94cedc03c0943995e356a45705d7a9e033588e,4730.026999
58d4426c74abd40a73aa424870a830d3d0890fc23d0792894ec33017a07877d1,4756.805
06a2670b6f2d1a683933c7d5bda46d0691b77d599bed1576b8db571dbbe5582b,4757.075999
a1f99e42d7d3e941720c26fa2919060b3f6da7035298da9dda1b573f9f330f0c,4776.912999
98ab02f16d12b65aba7e64b0c174f8ae0fa2ffe997cadd21748fba719e67a019,4798.055
ac99099a58977c0c604129e934730d6a47f585fea1c569272124884d40ce7500,4815.001
7d930a089b4dbda50e5805ca717d751600b4661d041126f8f6e3521b0185322a,4840.624
9866b74941018ba0b139fc884c7616f1866848a06ba90f3f0ad5ada2ba565660,4843.703
a2be1d04d017e6a06ce17bf312336787c45d92a5049b50b1508d2350ec5afbd3,4850.474999
e7f0becf59c2e1a8970b4303a54fd561d772c846ed3636bd062101bee5a90958,4879.559
a168ce809c657cfc04a6a426780b7b570cd2a2e06a382a1b7d558a61b6474484,4910.050999
f4254f8677ffd0d319b7275b85283ce4c6d939e185818401293aa23f8d15489e,5016.616999
8a9362aa6f82c4bc5007370a96c46c01dd791dbd8f73e418c9a8e91a49388466,5047.995
adc3af00efaadcc645032903966ccb303a7192fbb60b2cb2ba1de5d4e103f5ea,5049.294
5038b4353607a6bb693f87ed98076e1b04c788e8a3f6f11ab59f3b2e6bd19f50,5058.991
6d74be7cb3217d150d037df069c7cc65951d1cfb38b5850ef986d39fa551b08f,5062.072999
6530218d351787e58e1b6ca27170ffc58681db28c3af2986465ebae022a92270,5070.013
d925ebf7c1564448ce41b47ca1193a61f68ed214a72dc034274bfcb33076670b,5076.510999
7d425a8355131f65db493ed3b0839aa84174886bd7dbb214b8f2dc9b124a6c84,5088.559
10f245463ffe123b8224ca5415d9aa2e0a34c0d68e472bbceb8502197bf72721,5105.517999
1f2852a218e266a0131a884d76a99c8f5715a777ad808adf37961d1916cf0869,5115.338
b6fdccbfd925ca483d0c5693a66c8e2f53779c0bc0df3e93fa4494d140107292,5241.253999
4f92d3e21984c42a16923307216245a2533aec4ec8f731db73f8a87665b6f75d,5268.184
f53519494f276c81b148122a0eb99d0480c4e55231b9dd6068fa322db61d1d20,5279.430999
14af7397fe4c1ca3ab0cc623c03739a3519cc873df90af9c963953c4de5bbd1d,5283.023
6ac74c285d939326aef8828a7294827aeea67644b6d71a352112e7c560814de4,5324.025
dbb73d179c7553c6cffc944da3434b77d47605e0d4b2dbe7cef7905f4e952f50,5350.877
a0000e3ad3d1431169dbc6a0404bb06fe8d49f27c6c81c40e9479646d362eaf5,5428.625999
5d3a446db20e49b5c74d794a88354c1a67739ad3b7777531bd7c2c7d4096ab7a,5435.958
b63ce18c4f9c8c018f0f85be2e2c79dd9b914ef60305978b091c7985a7a2e259,5467.956
c7512f50d8d6a4b8c3c5bdc6b0a076361d5eed829918d5bd542ba244bae4492c,5525.878
ab9dcaf1c8fa9c3f3c5def7c0068469e82debc80abe64ff64a6aabcc989ceba0,5543.312999
e9387f886050dc02ab0517f5bd3fca8c9dafc167494d1b20960ac4fd1e4cf3d6,5679.809999
46c423dcfb78f10a2bf7d8f2b9563f0e9726059553c97fee4609419aad6731d3,5785.006
2165dcc5c0f923be0e5280063e08c85e04b4e5dfd59523bc6c8bb68bc9aaeec5,5788.577999
a431a986864d587681d30c2f76a1ffde6d5e79e29a376f22902eca7baaf63029,5807.399
17633b396c4dcac0a494375d286b109a91fd11d7d9960a66d653c32add7842a4,6185.011
3dae6d8e452920519bb1d94f60500072635467cd3d2144e366431cddd5f8f846,6245.985
df4d5996892cc99743c0cbf3c24baf07cafdbcc51bc6ed69e6abea0d86620b33,7116.062999
69dfc96357b7939fffb13c166ef113aaa83f0b34d11e30048349ed2a176ee8d7,7882.85
0815bf064158f6f3b6ed97afa671d8f4c4f70c1510fb9d63caaa54901aa49058,7937.235
8255ab6905db4661b0eb8cbebcfa28985773a3e052c2765b69c10ab20e7a5f04,8221.250999
4bde48c53ed63d77f672f73b828b477464abe76d825891e8af7ea96508772c94,8340.993
49d70600802d860e87f83bb18c22ffb709eaa4678c48f62a84bd1f58ea842c93,9248.034
ed7b9c06335a18ad9f125fa3667aba925a56106c06fa692edbb84e7490f5d56b,10637.953999
1ae0d5b7aa2c99e1da98afedc183d34fa85db3296cc28eb01afd7e4cc9c597d2,13098.753
b98d4d122f8d3a611646aa50270b97a142a6a8dd5f01a4e4b7aa6c2ea18d5529,13314.988
b9e47f89c227441cb07ea8a56d8b69a5e0526fde36af008f54468cc68898c96f,29805.029999
0c8194930e3766b775ce5abe10a3aede7e8d2b8d55b3efcd5212c90fb15198f1,33984.021999
