order_id,order_type,pick_up_zone,drop_off_zone,order_received_timestamp,order_status,cancellation_type,initial_eta,upfront_eta,acceptance_time,delay_dispatch_time,captain_assignment_time,wait_time_at_merchant,food_preparation_time,time_to_customer,wait_time_in_journey,wait_time_at_customer,captain_engagement_time,delivery_time,cancellation_time,pickup_longitude,pickup_latitude,distance_travelled_km,captain_id,booking_id,route_id,day,is_pooled
9c8cf05583658a04746329362ab5877729dcc02a923c45c5ad4ee65062693b24,food,Amman - Amman - Jubaiha,Amman - Amman - Swilih,2024-01-31 13:43:29.000,delivered,,43,35,0.3,0.02,0.85,5.23,12.28,17.42,378,539.17,568.0,569.17,,35.864,32.028,80.02854919433594,e752308848c7737c43da7a4670b5e2e87193bcaf91ee029b846936d5de249abd,0c8194930e3766b775ce5abe10a3aede7e8d2b8d55b3efcd5212c90fb15198f1,1bbc04e021f7cce216b3864445085e2aefb5b43e2fcf72a6902a5408daf5944f,2024-01-31,False
