trip_id,time_seconds
029d6b4b6a5d614c0632ec0d3799727cddfd1e2962697d3c6e4ccfb3f00af458,3930.0
02ef469f867a0fe503b8da4c465474a7e27fa3781a26c5d4be19f8f924e2dff1,4144.0
04b44f5be0495d437c97ba6c2858a19b9693a38e0b66053cb52b85ac622bdb06,3785.0
06a2670b6f2d1a683933c7d5bda46d0691b77d599bed1576b8db571dbbe5582b,4757.0
06af3095ada60fcac9b3ccc310627ba439ef2f1b98f16f328e06f1f5b8372a9d,4012.0
0815bf064158f6f3b6ed97afa671d8f4c4f70c1510fb9d63caaa54901aa49058,7937.0
08506a6699d3275f6b1f8d126fdadaf0988539cb5574836d346cbe12d70afd94,3786.0
0c8194930e3766b775ce5abe10a3aede7e8d2b8d55b3efcd5212c90fb15198f1,33984.0
0df2a252394c27fa662741ca4f38bc7f574efe4afb386dfd0af11d86ecb29de9,4377.0
0e90ca0dc53a6cc56e60b1508c28720f9ccaa0a6aa8a5f68bc25dc87b1918aaa,4300.0
106bfd900c38b76d97f63498f72806eecf2a9b5bda5ef76f30b67c485489ddc2,4016.0
1095c4e1c6387afaf2d3b2b15ae96807ec20dc650d8774d270f8913a92814ab3,3951.0
10ca477778f6d758e63cfd6db6ea9980d64630308a3d9e4cf271255a307eceb8,3888.0
10f245463ffe123b8224ca5415d9aa2e0a34c0d68e472bbceb8502197bf72721,5105.0
117f5da4ff3f115e6c92bad7e3f7c2005deddd491caea6762284a0e50ae9fb16,4248.0
142d27864c890df559c818ecacbf71068ba95407317177c08ba0185f14ddb4f5,4541.0
144d86644c3cbd61c402e79b915c9398b733e570129a3f119b54e8e0a0cf1975,3614.0
14854cf8809a05f2960bb8352425176e915c778bca0e90305d20d71148773290,6699.0
14af7397fe4c1ca3ab0cc623c03739a3519cc873df90af9c963953c4de5bbd1d,5205.0
17633b396c4dcac0a494375d286b109a91fd11d7d9960a66d653c32add7842a4,6185.0
17ec115a645c3165fce8a08dc02aa22bfc9ebd490be1996f110441f4fdfb6971,3604.0
18c6d6729ee63978bf8d3de340e782b656eb807e669ef95f033a829c419c9b43,4998.0
1953a71aef1bb5c01d295081e7be6f85b6e13d19c8c1af1ec69f7b22ecd54112,4127.0
19f93a7d39e907553fcb64b443f4389283b87648cbb99aa7a70fec9ccdd380b2,4411.0
1aaadc77952fd5276ee2f0190c3b8a7632dacea6263336fae6545b35508cd582,3617.0
1ae0d5b7aa2c99e1da98afedc183d34fa85db3296cc28eb01afd7e4cc9c597d2,13099.0
1ae4509ab4d556fa25ce00d666fba85b9ec224a432da609522d2914df3cba17c,3629.0
1af714a6c203f094c816501dd56eceebc44fa4064cdf9e3610fc0f2f7c734b07,3690.0
1c9d249f7ec9bf77485c251d35d9dee3639cc096127b1b619981722e5c6c4400,3676.0
1cefd58e05a360236f2de2b6762afb069cbd6d4485c9707ccf4f910a8018830b,3653.0
1d2b85b863eaead90f871bbe7f1e3af3bc2b640da89856911283e68dde0de506,3791.0
1f2852a218e266a0131a884d76a99c8f5715a777ad808adf37961d1916cf0869,5115.0
1f7d10d1ceee40156eda72be6c818a90835fc0c5923b61ae2c5f4aca69ef31cf,38847.0
20a3500d29d1f8b83f2d6eda36a3ba787ce0fabaf81f087fee805c7c46655bc0,4608.0
214d4bef47b3c2582d27e81d91b70234effa7d0bac6b2d56f712d829cbcc5047,3765.0
2165dcc5c0f923be0e5280063e08c85e04b4e5dfd59523bc6c8bb68bc9aaeec5,5788.0
22ad5aa31607540b6af545c3e130b0b80c586991287a6dec22cd2d63b2288775,3967.0
22f504bfab611e7a60fc7b163857e17f539437dc6ae74d3f0896dfae57e6a6e3,3731.0
235b71b09938e04596afbdf0ca798fdeca040103e141655b1ab3f83a7169d87b,3750.0
25c3fe3045fe99a12f29502fb56ca6b995c55b653e91401e33ec7fb05c4d4c61,4505.0
26a62c905acf43a1fd6c3ff6df427db1ae01c5a5773d37d9210157f8a597ecb3,4760.0
27fd1d21941b8f4753400dc40ce8e26725065155bdff74250314b36558ec51b7,4240.0
283b258457b3ca7a41ed9ef45a96044456af5c473520f12c9e7a9460839c8ab1,4226.0
2b9bc67c1ffd2ebb2723e2afe1a542c7607ee885f283ecd920197598c84d3d2c,4118.0
2d010a3c5ccfb981baec65568b5ab7e0d140405ceb760bd645a3098a314178f0,4619.0
3086e435a62311bc00a88415c77fbf426c12ca8b730fc66e677b14546b134a88,3969.0
34ae0b6d1da9ec602dc8f9dc18fa6e62f08a7f440134f7f36980e2313884c8ee,4072.0
3692e90fe8410b5ffcf520a5ea0092850841e377712b74847ac5f7b5dd95f4b8,3634.0
399ca2adfa2490ba2fc719b43c3f710e94b3124c37c08f2b4fa84160788ff477,4530.0
3dae6d8e452920519bb1d94f60500072635467cd3d2144e366431cddd5f8f846,6246.0
3e8f8c90bc65e582c391a882c1df0abf675f7b71e9b9065779ca327b8de5b768,5638.0
3f51664c46d96013bc12b9bc65ebdd3e3f7f0923c278e0f5a4c5b74ea965244c,3618.0
4061288a38bd1a6bae3831a78d6ec7bc18767558e04b1b5f453c32fed51318aa,3856.0
43e42f0dd3ae8ef417f729086d184d4a3dd6bd3a79eaaecc48ed93c3d9c34458,4645.0
452775c03484af6773c1ffbaa19b97311c94a3c76ab21882e8306d1ad6a101da,4130.0
4556df3d4db192866e602706b0bfd62f04165fc250eedf10320f4e3db356e9fa,4596.0
45f84021d2c443d1d266f2c8e4c6a3d7a12ff8d72068100f62e764719edc99ea,3648.0
4677335fa9cdb79daee8a801ef0097eb435ff5430085ab2e11646bfab7b21d1c,3812.0
46c423dcfb78f10a2bf7d8f2b9563f0e9726059553c97fee4609419aad6731d3,5785.0
46d0b8dc5fbb9b3b46d9de8e28f190e40591403c953331bc4dd57d1e07f00e6e,4076.0
47de381fed381bb797c7c2dadc01ae3bcb1deade49150eab6d48f52161779199,4269.0
48aa2470ff047113eac114e8d8eeed1c1018cbca07cdfe9aea4be5373f30442c,4229.0
4939a586078bb20c84258364e3a0fd36632af912ff2bd35a4b6f35522b52884e,3773.0
495e75b39cbf8e8ce1936966ef919fb4382d1989ddaeb344c1e1e30fdd1399e7,4185.0
