trip_id,dist
077338a20e9485eea573bf921428ad85f207090f55a9ac3e1c531903f2621c0f,960.3699736767697
0c8194930e3766b775ce5abe10a3aede7e8d2b8d55b3efcd5212c90fb15198f1,93.64035989537234
11a2eb53c88fa65ef8a0c13bd5f4ea68d9ee8c56ac35ad6f55ee135299c6af3b,960.1427893518618
142d27864c890df559c818ecacbf71068ba95407317177c08ba0185f14ddb4f5,1926.5979065893105
1d2af532683045ae2a0cb854da4c4a6b5d9c49122468e61e3fb133e8d490f2d9,2878.5388896007967
493fbf38f7d6537dc822ebb1d31c67bcdf2eab87d0d736b102e7c73084b987e5,972.4327630716655
576b9d900c85d2fa58aa53a1576008a032c0fbbe0314e5af051234e1de2f0e85,488.25017529564366
5ec64e25f7dd8bf793e7a4ec62ebffe4a9ff469a1781a5126b91e1ef356b1618,54.22403487041905
7722f3a8d8753a61d0a5563fa3d0f345d942ad3aa2456c4f309b402a97ec9093,1925.9311587214524
779a3d2ecc54e954c9ef39718503a3c754f27340ce809e4fc44f1cc6d3077498,273.46771270892407
79f12bb75a6740e66d2904e24e601a44642b728f715108fefb38fe41747d4579,963.2620949982157
913f64ee2af5965fd241c81529699494776f8ddcb100d0925fab50664f7edf24,477.34321048077766
a2be1d04d017e6a06ce17bf312336787c45d92a5049b50b1508d2350ec5afbd3,11204.139901444989
b42de25576c814f47d4c90b0e9f532dacebcf80d0c13b2bb0976f440545b5d1d,4800.701252456635
b9e47f89c227441cb07ea8a56d8b69a5e0526fde36af008f54468cc68898c96f,56.38773632042376
d7c12a488a680b6e5ba2581bde0f589dd7a4ca268843f37cb3e5b1f097b11d8b,959.0740268164668
dfc1e40e03a6c12209ec51d6ca90d8f1648cd3aa9ac50ec8cc405c0a8ee2f0b1,5776.141406564218
f00e3a9f5da6501b92449497733f2841911d91ad081dd023d701cef5643e008d,1917.7557563116281
f69805d4a1bc68a50349ea550bb531c5b526032352d8588c315852308e5b9c30,51.5851856945373
